,Tweet_text,0
229,,INSPIRE Women Act signed into law this week. This bipartisan piece of leg. is to advance young women in #STEM http://www.loudountimes.com/news/article/bill_introduced_by_barbara_comstock_to_encourage_women_in_science432 … #VA10
230,,We make a cracking scab model!! #art #WomenInSTEM @girlguidingLSW Thank you @CentreoftheCell
231,,"Women in STEM SciFest@School @StWolstansTY. Looking forward to seeing the projects @ittallaght in May. @tyyearireland @GirlsHackIRL 
@KWETB"
232,,Women in STEM SciFest@School @stwolstans @WITSIreland @IoPITeachers @WiSERtcd @Intel_IRL @Womenintech_CIT @scienceirel @SmartFuturesIE
233,,So excited as a @QMULAlumni to return to @QMUL today via @CentreoftheCell visit with @girlguidingLSW #womeninSTEM day & @ggbattersea Guides
234,,Having a great time @CentreoftheCell learning about our bodies #WomenInSTEM @Guiding_LaSER @girlguidingLSW
235,,Getting all the info on building muscles. Fun fact: we have 50-100 trillion cells in our body and 260+ types! #WomenInSTEM @Guiding_LaSER
236,,"Pleasantly surprised by the number of women at the #NSSC17, speakers and delegates alike. Women in STEM are on the up!"
237,,Qubaa Pitching their idea to Judges @kavekeruth  @technovation  #womeninSTEM #GirlsforAchange
238,,Did a Cyber Clinic at the Attorney General's office! #WomenAndTechnology  #womenintech #womeninstem 
239,,Thank you to the amazing and inspiring women from the Women in STEM panel this morning.  #fhsstudentchoiceday
240,,"On this day in 1953, Watson & Crick announced discovery of #DNA double helix; a feat made possible by work of Rosalind Franklin #womeninSTEM "
241,,"Lego approved the @LegoNASAWomen set designed by MIT staff member Maia Weinstock @20tauri, which celebrates the history of #WomeninSTEM.  "
242,,"To kick off #womenshistorymonth, a new video series featuring MIT #womeninSTEM. First up: Margaret Hamilton "
243,,Women in #VRAR Funding is drying up for #VR But there's still money for #AR and #WomeninMR #MixedReality #IoTNZ #WomeninTECH #WomeninSTEM 
244,,"Day 3 of #WomensHistoryMonth early modern #womeninSTEM: Caterina Sforza (1463-1509), alchemist, maker of medicines, and experimenter. "
245,,"Our next event is on Saturday, April 1! We are presenting another Women In Stem Panel at @ATT headquarters and we hope you will join us."
246,,Teaching middle school girls to be wildlife biologists! #discoveringthescientistwithin #womeninSTEM @OSUAgSci #osufw @OregonState
247,,Teaching kids how #reallivingscientist do sampling of #wildlife #WomeninScience #womeninstem #nature #actuallivingscientist #OSUFW #scicomm – At Oregon State University
248,,"Thanks @mmbar28 ! Yes indeed, I have an ongoing #womeninstem #sciart series"
249,,INSPIRE Women Act signed into law this week. This bipartisan piece of leg. is to advance young women in #STEM http://www.loudountimes.com/news/article/bill_introduced_by_barbara_comstock_to_encourage_women_in_science432 … #VA10
250,,We make a cracking scab model!! #art #WomenInSTEM @girlguidingLSW Thank you @CentreoftheCell
251,,"Women in STEM SciFest@School @StWolstansTY. Looking forward to seeing the projects @ittallaght in May. @tyyearireland @GirlsHackIRL 
@KWETB"
252,,Women in STEM SciFest@School @stwolstans @WITSIreland @IoPITeachers @WiSERtcd @Intel_IRL @Womenintech_CIT @scienceirel @SmartFuturesIE
253,,So excited as a @QMULAlumni to return to @QMUL today via @CentreoftheCell visit with @girlguidingLSW #womeninSTEM day & @ggbattersea Guides
254,,Having a great time @CentreoftheCell learning about our bodies #WomenInSTEM @Guiding_LaSER @girlguidingLSW
255,,Getting all the info on building muscles. Fun fact: we have 50-100 trillion cells in our body and 260+ types! #WomenInSTEM @Guiding_LaSER
256,,"Pleasantly surprised by the number of women at the #NSSC17, speakers and delegates alike. Women in STEM are on the up!"
257,,Qubaa Pitching their idea to Judges @kavekeruth  @technovation  #womeninSTEM #GirlsforAchange
258,,Did a Cyber Clinic at the Attorney General's office! #WomenAndTechnology  #womenintech #womeninstem 
259,,Thank you to the amazing and inspiring women from the Women in STEM panel this morning.  #fhsstudentchoiceday
260,,"On this day in 1953, Watson & Crick announced discovery of #DNA double helix; a feat made possible by work of Rosalind Franklin #womeninSTEM "
261,,"Lego approved the @LegoNASAWomen set designed by MIT staff member Maia Weinstock @20tauri, which celebrates the history of #WomeninSTEM.  "
262,,"To kick off #womenshistorymonth, a new video series featuring MIT #womeninSTEM. First up: Margaret Hamilton "
263,,Women in #VRAR Funding is drying up for #VR But there's still money for #AR and #WomeninMR #MixedReality #IoTNZ #WomeninTECH #WomeninSTEM 
264,,"Day 3 of #WomensHistoryMonth early modern #womeninSTEM: Caterina Sforza (1463-1509), alchemist, maker of medicines, and experimenter. "
265,,"Our next event is on Saturday, April 1! We are presenting another Women In Stem Panel at @ATT headquarters and we hope you will join us."
266,,Teaching middle school girls to be wildlife biologists! #discoveringthescientistwithin #womeninSTEM @OSUAgSci #osufw @OregonState
267,,Teaching kids how #reallivingscientist do sampling of #wildlife #WomeninScience #womeninstem #nature #actuallivingscientist #OSUFW #scicomm – At Oregon State University
268,,"Thanks @mmbar28 ! Yes indeed, I have an ongoing #womeninstem #sciart series"
269,,INSPIRE Women Act signed into law this week. This bipartisan piece of leg. is to advance young women in #STEM http://www.loudountimes.com/news/article/bill_introduced_by_barbara_comstock_to_encourage_women_in_science432 … #VA10
270,,We make a cracking scab model!! #art #WomenInSTEM @girlguidingLSW Thank you @CentreoftheCell
271,,"Women in STEM SciFest@School @StWolstansTY. Looking forward to seeing the projects @ittallaght in May. @tyyearireland @GirlsHackIRL 
@KWETB"
272,,Women in STEM SciFest@School @stwolstans @WITSIreland @IoPITeachers @WiSERtcd @Intel_IRL @Womenintech_CIT @scienceirel @SmartFuturesIE
273,,So excited as a @QMULAlumni to return to @QMUL today via @CentreoftheCell visit with @girlguidingLSW #womeninSTEM day & @ggbattersea Guides
274,,Having a great time @CentreoftheCell learning about our bodies #WomenInSTEM @Guiding_LaSER @girlguidingLSW
275,,Getting all the info on building muscles. Fun fact: we have 50-100 trillion cells in our body and 260+ types! #WomenInSTEM @Guiding_LaSER
276,,"Pleasantly surprised by the number of women at the #NSSC17, speakers and delegates alike. Women in STEM are on the up!"
277,,Qubaa Pitching their idea to Judges @kavekeruth  @technovation  #womeninSTEM #GirlsforAchange
278,,Did a Cyber Clinic at the Attorney General's office! #WomenAndTechnology  #womenintech #womeninstem 
279,,Thank you to the amazing and inspiring women from the Women in STEM panel this morning.  #fhsstudentchoiceday
280,,"On this day in 1953, Watson & Crick announced discovery of #DNA double helix; a feat made possible by work of Rosalind Franklin #womeninSTEM "
281,,"Lego approved the @LegoNASAWomen set designed by MIT staff member Maia Weinstock @20tauri, which celebrates the history of #WomeninSTEM.  "
282,,"To kick off #womenshistorymonth, a new video series featuring MIT #womeninSTEM. First up: Margaret Hamilton "
283,,Women in #VRAR Funding is drying up for #VR But there's still money for #AR and #WomeninMR #MixedReality #IoTNZ #WomeninTECH #WomeninSTEM 
284,,"Day 3 of #WomensHistoryMonth early modern #womeninSTEM: Caterina Sforza (1463-1509), alchemist, maker of medicines, and experimenter. "
285,,"Our next event is on Saturday, April 1! We are presenting another Women In Stem Panel at @ATT headquarters and we hope you will join us."
286,,Teaching middle school girls to be wildlife biologists! #discoveringthescientistwithin #womeninSTEM @OSUAgSci #osufw @OregonState
287,,Teaching kids how #reallivingscientist do sampling of #wildlife #WomeninScience #womeninstem #nature #actuallivingscientist #OSUFW #scicomm – At Oregon State University
288,,"Thanks @mmbar28 ! Yes indeed, I have an ongoing #womeninstem #sciart series"
289,,INSPIRE Women Act signed into law this week. This bipartisan piece of leg. is to advance young women in #STEM http://www.loudountimes.com/news/article/bill_introduced_by_barbara_comstock_to_encourage_women_in_science432 … #VA10
290,,We make a cracking scab model!! #art #WomenInSTEM @girlguidingLSW Thank you @CentreoftheCell
291,,"Women in STEM SciFest@School @StWolstansTY. Looking forward to seeing the projects @ittallaght in May. @tyyearireland @GirlsHackIRL 
@KWETB"
292,,Women in STEM SciFest@School @stwolstans @WITSIreland @IoPITeachers @WiSERtcd @Intel_IRL @Womenintech_CIT @scienceirel @SmartFuturesIE
293,,So excited as a @QMULAlumni to return to @QMUL today via @CentreoftheCell visit with @girlguidingLSW #womeninSTEM day & @ggbattersea Guides
294,,Having a great time @CentreoftheCell learning about our bodies #WomenInSTEM @Guiding_LaSER @girlguidingLSW
295,,Getting all the info on building muscles. Fun fact: we have 50-100 trillion cells in our body and 260+ types! #WomenInSTEM @Guiding_LaSER
296,,"Pleasantly surprised by the number of women at the #NSSC17, speakers and delegates alike. Women in STEM are on the up!"
297,,Qubaa Pitching their idea to Judges @kavekeruth  @technovation  #womeninSTEM #GirlsforAchange
298,,Did a Cyber Clinic at the Attorney General's office! #WomenAndTechnology  #womenintech #womeninstem 
299,,Thank you to the amazing and inspiring women from the Women in STEM panel this morning.  #fhsstudentchoiceday
300,,"On this day in 1953, Watson & Crick announced discovery of #DNA double helix; a feat made possible by work of Rosalind Franklin #womeninSTEM "
301,,"Lego approved the @LegoNASAWomen set designed by MIT staff member Maia Weinstock @20tauri, which celebrates the history of #WomeninSTEM.  "
302,,"To kick off #womenshistorymonth, a new video series featuring MIT #womeninSTEM. First up: Margaret Hamilton "
303,,Women in #VRAR Funding is drying up for #VR But there's still money for #AR and #WomeninMR #MixedReality #IoTNZ #WomeninTECH #WomeninSTEM 
304,,"Day 3 of #WomensHistoryMonth early modern #womeninSTEM: Caterina Sforza (1463-1509), alchemist, maker of medicines, and experimenter. "
305,,"Our next event is on Saturday, April 1! We are presenting another Women In Stem Panel at @ATT headquarters and we hope you will join us."
306,,Teaching middle school girls to be wildlife biologists! #discoveringthescientistwithin #womeninSTEM @OSUAgSci #osufw @OregonState
307,,Teaching kids how #reallivingscientist do sampling of #wildlife #WomeninScience #womeninstem #nature #actuallivingscientist #OSUFW #scicomm – At Oregon State University
308,,"Thanks @mmbar28 ! Yes indeed, I have an ongoing #womeninstem #sciart series"
309,,INSPIRE Women Act signed into law this week. This bipartisan piece of leg. is to advance young women in #STEM http://www.loudountimes.com/news/article/bill_introduced_by_barbara_comstock_to_encourage_women_in_science432 … #VA10
310,,We make a cracking scab model!! #art #WomenInSTEM @girlguidingLSW Thank you @CentreoftheCell
311,,"Women in STEM SciFest@School @StWolstansTY. Looking forward to seeing the projects @ittallaght in May. @tyyearireland @GirlsHackIRL 
@KWETB"
312,,Women in STEM SciFest@School @stwolstans @WITSIreland @IoPITeachers @WiSERtcd @Intel_IRL @Womenintech_CIT @scienceirel @SmartFuturesIE
313,,So excited as a @QMULAlumni to return to @QMUL today via @CentreoftheCell visit with @girlguidingLSW #womeninSTEM day & @ggbattersea Guides
314,,Having a great time @CentreoftheCell learning about our bodies #WomenInSTEM @Guiding_LaSER @girlguidingLSW
315,,Getting all the info on building muscles. Fun fact: we have 50-100 trillion cells in our body and 260+ types! #WomenInSTEM @Guiding_LaSER
316,,"Pleasantly surprised by the number of women at the #NSSC17, speakers and delegates alike. Women in STEM are on the up!"
317,,Qubaa Pitching their idea to Judges @kavekeruth  @technovation  #womeninSTEM #GirlsforAchange
318,,Did a Cyber Clinic at the Attorney General's office! #WomenAndTechnology  #womenintech #womeninstem 
319,,Thank you to the amazing and inspiring women from the Women in STEM panel this morning.  #fhsstudentchoiceday
320,,"On this day in 1953, Watson & Crick announced discovery of #DNA double helix; a feat made possible by work of Rosalind Franklin #womeninSTEM "
321,,"Lego approved the @LegoNASAWomen set designed by MIT staff member Maia Weinstock @20tauri, which celebrates the history of #WomeninSTEM.  "
322,,"To kick off #womenshistorymonth, a new video series featuring MIT #womeninSTEM. First up: Margaret Hamilton "
323,,Women in #VRAR Funding is drying up for #VR But there's still money for #AR and #WomeninMR #MixedReality #IoTNZ #WomeninTECH #WomeninSTEM 
324,,"Day 3 of #WomensHistoryMonth early modern #womeninSTEM: Caterina Sforza (1463-1509), alchemist, maker of medicines, and experimenter. "
325,,"Our next event is on Saturday, April 1! We are presenting another Women In Stem Panel at @ATT headquarters and we hope you will join us."
326,,Teaching middle school girls to be wildlife biologists! #discoveringthescientistwithin #womeninSTEM @OSUAgSci #osufw @OregonState
327,,Teaching kids how #reallivingscientist do sampling of #wildlife #WomeninScience #womeninstem #nature #actuallivingscientist #OSUFW #scicomm – At Oregon State University
328,,"Thanks @mmbar28 ! Yes indeed, I have an ongoing #womeninstem #sciart series"
329,,INSPIRE Women Act signed into law this week. This bipartisan piece of leg. is to advance young women in #STEM http://www.loudountimes.com/news/article/bill_introduced_by_barbara_comstock_to_encourage_women_in_science432 … #VA10
330,,We make a cracking scab model!! #art #WomenInSTEM @girlguidingLSW Thank you @CentreoftheCell
331,,"Women in STEM SciFest@School @StWolstansTY. Looking forward to seeing the projects @ittallaght in May. @tyyearireland @GirlsHackIRL 
@KWETB"
332,,Women in STEM SciFest@School @stwolstans @WITSIreland @IoPITeachers @WiSERtcd @Intel_IRL @Womenintech_CIT @scienceirel @SmartFuturesIE
333,,So excited as a @QMULAlumni to return to @QMUL today via @CentreoftheCell visit with @girlguidingLSW #womeninSTEM day & @ggbattersea Guides
